auc,eer,eer_threshold,accuracy,precision,recall,f1,d_prime,decidability,mu_genuine,mu_impostor,sigma_genuine,sigma_impostor,fpr,tpr,thresholds,genuine_vals,impostor_vals,far_0.001_effective,frr_at_far_0.001,gar_at_far_0.001,threshold_at_far_0.001,far_0.01_effective,frr_at_far_0.01,gar_at_far_0.01,threshold_at_far_0.01
0.8146507248576697,0.2554924709948161,0.764072597026825,0.7445075290051839,0.7445075290051839,0.7445075290051839,0.7445075290051839,1.1261602980862109,1.1261602980862109,0.21777628401537585,0.372239240816944,0.07281389891690768,0.17978678410678753,[0.         0.         0.         ... 0.96025673 0.96025673 1.        ],"[0.00000000e+00 2.46852629e-04 1.72796840e-03 ... 9.99753147e-01
 1.00000000e+00 1.00000000e+00]",[       inf 0.91498816 0.89636618 ... 0.24150755 0.24003044 0.01610472],[0.74138421 0.75699103 0.80490845 ... 0.80233061 0.81768793 0.81873065],[0.82862782 0.42732483 0.63712007 ... 0.71047515 0.79208875 0.68943965],0.0009874105159219946,0.9903727474697606,0.009627252530239438,0.8782524466514587,0.009627252530239447,0.9558133794124908,0.04418662058750922,0.8577226400375366
