loss,backbone,split,n_genuine,n_impostor,auc,auc_ci95_low,auc_ci95_high,eer,eer_ci95_low,eer_ci95_high,d_prime,decidability,accuracy_at_eer,precision_at_eer,recall_at_eer,f1_at_eer,frr_at_far_1pct,gar_at_far_1pct,frr_at_far_0.1pct,gar_at_far_0.1pct,frr_at_far_0.01pct,gar_at_far_0.01pct,far_0.01pct_valid
triplet,mobilenet_v3_large,iam_to_rimes,6429,6429,0.6664318972295609,0.6574489900583423,0.6749510697403015,0.3820189765126769,0.37377313734639905,0.38964069062062534,0.5274675901526507,0.5274675901526507,0.6179810234873231,0.6179810234873231,0.6179810234873231,0.6179810234873231,0.9533364442370509,0.04666355576294914,0.9965780059107171,0.0034219940892829368,,,False
triplet,mobilenet_v3_large,rimes_to_iam,3844,3844,0.8065434827686648,0.7964952162362848,0.8163099448334148,0.2609261186264308,0.2515608740894901,0.2713319458896982,0.9493213071286931,0.9493213071286931,0.7390738813735692,0.7390738813735692,0.7390738813735692,0.7390738813735692,0.7947450572320499,0.20525494276795006,0.9406867845993756,0.05931321540062435,,,False
triplet,mobilenet_v3_large,rimes_to_rimes,1527,1527,0.8615156392531036,0.8475303948271863,0.8742348596256255,0.20104780615586115,0.18761460379829734,0.21611001964636545,1.576594516999383,1.576594516999383,0.7989521938441388,0.7989521938441388,0.7989521938441388,0.7989521938441388,0.9201047806155861,0.07989521938441388,0.9574328749181401,0.042567125081859856,,,False
triplet,mobilenet_v3_small,iam_to_iam,479,479,0.9142524657755152,0.8950552647521584,0.9301134060608174,0.1607515657620042,0.13778705636743216,0.1889352818371608,1.7150675575152172,1.7150675575152172,0.8392484342379958,0.8392484342379958,0.8392484342379958,0.8392484342379958,0.7035490605427974,0.2964509394572025,0.7620041753653445,0.23799582463465555,,,False
triplet,mobilenet_v3_small,iam_to_rimes,6429,6429,0.6569854486498743,0.6481831407744902,0.666179030452428,0.3834188831855654,0.37470640846165804,0.391740550629958,0.41987367960784483,0.41987367960784483,0.6165811168144346,0.6165811168144346,0.6165811168144346,0.6165811168144346,0.9287603048685643,0.07123969513143569,0.9811790325089439,0.01882096749105615,,,False
triplet,mobilenet_v3_small,rimes_to_iam,3844,3844,0.8526377581018731,0.843767539869153,0.8609461675749657,0.21370967741935487,0.20395421436004163,0.22255463059313216,1.1539645541852013,1.1539645541852013,0.7862903225806451,0.7865139286644103,0.7859001040582726,0.786206896551724,0.9177939646201874,0.08220603537981269,0.9654006243496358,0.0345993756503642,,,False
triplet,mobilenet_v3_small,rimes_to_rimes,1527,1527,0.8969700166700332,0.8849956512956694,0.9069315945377873,0.1751800916830386,0.16110019646365425,0.1886132940406025,1.790685773745036,1.790685773745036,0.8248199083169614,0.8250327653997379,0.8244924688932548,0.8247625286603342,0.6869679109364768,0.31303208906352326,0.8906352324819908,0.10936476751800916,,,False
triplet,resnet18,iam_to_iam,479,479,0.9473415823675804,0.9341705492915391,0.9601424767151467,0.11691022964509393,0.09600730688935283,0.13676931106471815,1.9802823300607069,1.9802823300607069,0.8830897703549061,0.8830897703549061,0.8830897703549061,0.8830897703549061,0.6931106471816284,0.3068893528183716,0.8162839248434238,0.1837160751565762,,,False
triplet,resnet18,iam_to_rimes,6429,6429,0.7203250983903746,0.7120759914807981,0.7288047431531387,0.33893296002488726,0.3301427127080417,0.3466324467257738,0.6495434903146434,0.6495434903146434,0.6610670399751127,0.6610670399751127,0.6610670399751127,0.6610670399751127,0.9132057862809146,0.0867942137190854,0.9860009332711153,0.013999066728884742,,,False
triplet,resnet18,rimes_to_iam,3844,3844,0.8522025690265842,0.8436561201640245,0.8600823632800445,0.22554630593132152,0.21734521331945886,0.23621553069719045,1.06271506727599,1.06271506727599,0.7744536940686785,0.7744536940686785,0.7744536940686785,0.7744536940686785,0.7671696149843913,0.23283038501560874,0.9344432882414152,0.06555671175858481,,,False
triplet,resnet18,rimes_to_rimes,1527,1527,0.8817315391282607,0.8696990302046251,0.8933441557745347,0.18762278978389002,0.17418958742632612,0.20039292730844793,1.6058819604180072,1.6058819604180072,0.81237721021611,0.81217277486911,0.8127046496398166,0.8124386252045827,0.7891290111329404,0.2108709888670596,0.9161755075311068,0.08382449246889326,,,False
triplet,resnet34,iam_to_iam,479,479,0.9380755837012565,0.9230506971291095,0.951563037992338,0.14196242171189977,0.12004175365344469,0.16390918580375782,1.9618655011775281,1.9618655011775281,0.8580375782881002,0.8580375782881002,0.8580375782881002,0.8580375782881002,0.674321503131524,0.325678496868476,0.8810020876826722,0.11899791231732777,,,False
triplet,resnet34,iam_to_rimes,6429,6429,0.7264126274335206,0.7179808940477921,0.7351459573457793,0.33644423705086324,0.3285892051641002,0.34445870275314977,0.7776854155569981,0.7776854155569981,0.6635557629491368,0.6635557629491368,0.6635557629491368,0.6635557629491368,0.9533364442370509,0.04666355576294914,0.9947114636801991,0.005288536319800902,,,False
triplet,resnet34,rimes_to_iam,3844,3844,0.8531338892131309,0.8449550593936143,0.8613070901000086,0.23074921956295524,0.22086368366285122,0.23985757023933404,1.3320009333617897,1.3320009333617897,0.7692507804370448,0.7692507804370448,0.7692507804370448,0.7692507804370448,0.8498959417273673,0.15010405827263268,0.923777315296566,0.07622268470343392,,,False
triplet,resnet34,rimes_to_rimes,1527,1527,0.9004305388833781,0.8895284679308788,0.9111167935896496,0.16863130320890637,0.15422396856581533,0.18172888015717092,1.785727586782115,1.785727586782115,0.8313686967910936,0.8315858453473133,0.831041257367387,0.831313462168359,0.7871643745907007,0.2128356254092993,0.9364767518009168,0.06352324819908317,,,False
