auc,eer,eer_threshold,accuracy,precision,recall,f1,d_prime,decidability,mu_genuine,mu_impostor,sigma_genuine,sigma_impostor,fpr,tpr,thresholds,genuine_vals,impostor_vals,far_0.001_effective,frr_at_far_0.001,gar_at_far_0.001,threshold_at_far_0.001,far_0.01_effective,frr_at_far_0.01,gar_at_far_0.01,threshold_at_far_0.01
0.6029882407216307,0.4114285714285715,0.707867443561554,0.5885714285714285,0.5885714285714285,0.5885714285714285,0.5885714285714285,0.2520306663336256,0.2520306663336256,0.3271903063933193,0.37358160150175723,0.1875241957068505,0.18054981606086676,[0.         0.         0.         ... 0.99902439 0.99902439 1.        ],"[0.00000000e+00 1.39372822e-04 4.18118467e-04 ... 9.99860627e-01
 1.00000000e+00 1.00000000e+00]",[       inf 0.94188672 0.92930484 ... 0.07962146 0.07361946 0.05336062],[0.49330413 0.36684614 0.72451395 ... 0.81828892 0.65072954 0.81866729],[0.5196839  0.45676181 0.83766848 ... 0.44803989 0.67807859 0.79384512],0.000975609756097561,0.9938675958188153,0.006132404181184659,0.9013381600379944,0.009895470383275262,0.9651567944250871,0.03484320557491294,0.8716822266578674
