epoch,train_loss,val_loss
1,0.645940494690488,0.6987503690597339
2,0.571205856477319,0.7018016992072463
3,0.521813595777915,0.6951791201546839
4,0.4802267299339234,0.6942163287862354
5,0.4368618111247602,0.6919121272454958
6,0.40339860779494635,0.6970710454710085
7,0.36684778983531735,0.6986228190403984
8,0.338725876490118,0.719295798203884
9,0.30919306280584674,0.7122534711158927
10,0.2953323655036598,0.7756769698333315
